測定局コード,測定局名称,住所,SO2,NO,NO2,NOX,CO,OX,NMHC,CH4,THC,SPM,PM2.5,SP,WD,WS,TEMP,HUM,問い合わせ先,局種別
26103010,左京,京都市左京区松ヶ崎堂ノ上町７番地の２,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,京都市,一般局
26104010,京都市役所,京都市中京区寺町通り御池上ル上本能寺前町４８８,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都市,一般局
26104060,壬生,京都市中京区壬生東高田町１－２１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都市,一般局
26104510,自排大宮,京都市中京区錦大宮町１１７,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,京都市,自排局
26104520,自排西ノ京,京都市中京区西ノ京中保町１の４,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,京都市,自排局
26107510,自排南,京都市南区西九条南田町１の３,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,京都市,自排局
26109010,伏見,京都市伏見区村上町３９５,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,京都市,一般局
26109020,久我,京都市伏見区久我東町６０の２,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,京都市,一般局
26109030,醍醐,京都市伏見区醍醐鍵尾町１７,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,京都市,一般局
26110010,山科,京都市山科区御陵四丁野町１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都市,一般局
26110510,自排山科,京都市山科区椥辻池尻町１４の２,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,京都市,自排局
26111010,西京,京都市西京区樫原三宅町２４,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都市,一般局
26201040,福知山,福知山市岡ノ町１７５－３,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都府,一般局
26202030,東舞鶴,舞鶴市溝尻１２００番地,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都府,一般局
26203010,綾部,綾部市宮代町土代３６,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都府,一般局
26204010,宇治,宇治市宇治若森７番地の６,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都府,一般局
26205020,宮津,宮津市吉原２５８６番地の２,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都府,一般局
26206010,亀岡,亀岡市余部町五反田２７－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都府,一般局
26207030,城陽,城陽市寺田宮ノ平１番地,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都府,一般局
26208020,向陽,向日市森本町天神森４番地の８,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,京都府,一般局
26210510,国道１号,八幡市戸津堂田地内,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都府,自排局
26212010,京丹後,京丹後市峰山町丹波８５５,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都府,一般局
26213010,南丹,南丹市園部町黒田１－４,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都府,一般局
26303020,大山崎,乙訓郡大山崎町円明寺松田１５番地,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,京都府,一般局
26303510,国道１７１号,乙訓郡大山崎町小字茶屋地先,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,京都府,自排局
26322020,久御山,久世郡久御山町坊ノ池高河原５番地,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,京都府,一般局
26342020,田辺,京田辺市田辺明田１番地,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,京都府,一般局
26343010,井手,綴喜郡井手町井手野神３８番地,×,×,×,×,×,×,×,×,×,×,◯,×,×,×,×,×,京都府,一般局
26362020,木津,木津川市木津上戸１８番地,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,京都府,一般局
26366030,精華,相楽郡精華町光台1丁目7,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都府,一般局
26367010,南山城,相楽郡南山城村北大河原中谷１２－５２,×,×,×,×,×,×,×,×,×,×,◯,×,×,×,×,×,京都府,一般局
27101510,梅田新道,大阪市北区西天満２－７－９,×,◯,◯,◯,◯,×,×,×,×,×,×,×,×,×,×,×,大阪市,自排局
27103510,海老江西小学校,大阪市福島区海老江８－１－１０,×,◯,◯,◯,×,×,×,×,×,×,×,×,×,×,×,×,大阪市,自排局
27104010,此花区役所,大阪市此花区春日出北１－８－４,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,大阪市,一般局
27104030,島屋小学校,大阪市此花区島屋2-9-36,×,×,×,×,×,×,×,×,×,◯,◯,×,◯,◯,×,×,大阪府,一般局
27106010,九条南小学校,大阪市西区九条南２-１３-１７,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,大阪市,一般局
27108010,平尾小学校,大阪市大正区平尾２－２１－２８,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,×,大阪市,一般局
27112010,大阪タワー,大阪市北区大淀南２－２,×,×,×,×,×,×,×,×,×,×,×,×,◯,◯,〇,◯,大阪市,
27113510,出来島小学校,大阪市西淀川区出来島２－２－２４,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,×,×,×,×,大阪市,自排局
27115010,国設大阪,大阪市中央区大手前４－１－６７,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,環境省,一般局
27115510,今里交差点,大阪市東成区大今里西３－３－１１,×,◯,◯,◯,◯,×,×,×,×,×,×,×,×,×,×,×,大阪市,自排局
27116010,桃谷中学校,大阪市生野区勝山北３－１３－４４,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,大阪市,一般局
27117010,大宮中学校,大阪市旭区中宮４－７－１１,×,◯,◯,◯,×,◯,×,×,×,×,×,×,◯,◯,×,×,大阪市,一般局
27117510,新森小路小学校,大阪市旭区新森６－３－１３,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,大阪市,自排局
27118020,聖賢小学校,大阪市城東区新喜多２－４－３５,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,大阪市,一般局
27120510,我孫子中学校,大阪市住吉区我孫子東１－４－３２,×,×,×,×,×,×,×,×,×,◯,◯,×,×,×,×,×,大阪市,自排局
27121510,杭全町交差点,大阪市東住吉区杭全２－１３－６先,×,◯,◯,◯,×,×,×,×,×,×,×,×,×,×,×,×,大阪市,自排局
27122010,今宮中学校,大阪市西成区花園北１－８－３２,×,◯,◯,◯,×,◯,×,×,×,×,×,×,◯,◯,×,×,大阪市,一般局
27123010,野中小学校,大阪市淀川区野中北１－１１－２６,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,大阪市,一般局
27124010,茨田北小学校,大阪市鶴見区浜３－８－６６,×,◯,◯,◯,×,◯,×,×,×,×,×,×,×,×,×,×,大阪市,一般局
27125010,清江小学校,大阪市住之江区御崎５－７－１７,×,◯,◯,◯,×,◯,×,×,×,×,×,×,◯,◯,×,×,大阪市,一般局
27125030,南港中央公園,大阪市住之江区南港東８－５,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,大阪市,一般局
27125510,北粉浜小学校,大阪市住之江区粉浜１－５－４８,×,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,×,×,×,×,大阪市,自排局
27125520,住之江交差点,大阪市住之江区南加賀屋１－１－８０先,×,◯,◯,◯,×,×,×,×,×,×,×,×,×,×,×,×,大阪市,自排局
27126010,摂陽中学校,大阪市平野区平野西３－４－７,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,◯,◯,〇,◯,大阪市,一般局
27143510,中環石原,堺市東区石原町１－２０－１,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,◯,◯,×,×,堺市,自排局
27146010,金岡南,堺市北区金岡町１１８２－１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,堺市,一般局
27147010,美原,堺市美原区小平尾３９０番地,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,堺市,一般局
27201020,少林寺,堺市堺区少林寺町東４－１－１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,〇,◯,堺市,一般局
27201030,浜寺,堺市西区浜寺船尾町西５－６０,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,堺市,一般局
27201050,石津,堺市西区浜寺石津町中２－３－２８,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,×,×,堺市,一般局
27201080,三宝,堺市堺区三宝町５－２８６,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,堺市,一般局
27201090,若松台,堺市南区若松台３－３４－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,堺市,一般局
27201100,登美丘,堺市東区大美野１３５,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,堺市,一般局
27201340,深井,堺市中区深井水池町３２１４,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,堺市,一般局
27201510,堺市役所,堺市堺区南瓦町３－１,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,堺市,自排局
27201560,湾岸,堺市西区石津西町２４－４,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,堺市,自排局
27201570,常磐浜寺,堺市北区新金岡町４－１－９,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,堺市,自排局
27201580,阪和深井畑山,堺市中区深井東町２６６１－３,×,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,堺市,自排局
27201600,美原丹上,堺市美原区丹上３２９－１,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,◯,◯,×,×,堺市,自排局
27202060,岸和田中央公園,岸和田市西之内町２７９－２,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,大阪府,一般局
27202530,天の川下水ポンプ場,岸和田市春木大国町８－２０,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,大阪府,自排局
27203030,豊中市菰江公園,豊中市三和町三丁目三番,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,×,豊中市,一般局
27203510,豊中市役所,豊中市中桜塚３－１－１,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,×,◯,◯,〇,×,豊中市,自排局
27203520,豊中市千里,豊中市新千里西町1-1-3,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,〇,×,豊中市,自排局
27204030,池田市立南畑会館,池田市畑１－７－４,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,大阪府,一般局
27205060,吹田市垂水,吹田市垂水町３－３２－５０,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,吹田市,一般局
27205080,吹田市北消防署,吹田市藤白台１－１－５０,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,吹田市,一般局
27205090,吹田市高野台,吹田市高野台４－５－１,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,大阪府,一般局
27205530,吹田簡易裁判所,吹田市寿町１－５－５,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,◯,◯,×,×,吹田市,自排局
27206030,泉大津市役所,泉大津市東雲町９－１２,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,大阪府,一般局
27207020,高槻北,高槻市大蔵司2-51-2,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,高槻市,一般局
27207030,庄所,高槻市南庄所町3,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,高槻市,一般局
27207040,梶原,高槻市梶原１－５,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,◯,◯,〇,◯,高槻市,一般局
27207510,高槻市役所,高槻市桃園町２－１,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,◯,◯,×,×,高槻市,自排局
27208010,貝塚市消防署,貝塚市鳥羽１２２－１,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,大阪府,一般局
27209010,西部コミュニティーセンター,守口市文園町８－８,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,〇,×,大阪府,一般局
27209510,大阪府立淀川工科高等学校,守口市京阪本通２－６２,×,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,×,×,×,×,大阪府,自排局
27210010,枚方市役所,枚方市大垣内町２－１－２０,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,×,×,枚方市,一般局
27210020,王仁公園,枚方市王仁公園１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,枚方市,一般局
27210030,楠葉,枚方市楠葉並木２－２９－３,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,枚方市,一般局
27210510,招提,枚方市招提南町３－１０２２－１,×,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,枚方市,自排局
27210520,中振,枚方市南中振３－２９４－８,◯,◯,◯,◯,◯,×,×,×,×,◯,◯,×,◯,◯,×,×,枚方市,自排局
27211010,茨木市役所,茨木市駅前３－８－１３,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,×,大阪府,一般局
27212010,八尾市保健所,八尾市清水町１－２－５,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,八尾市,一般局
27212030,水越,八尾市水越３－７０,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,八尾市,一般局
27212510,太子堂,八尾市南太子堂２－４－７,×,◯,◯,◯,×,×,◯,◯,◯,◯,×,×,×,×,×,×,八尾市,自排局
27212520,久宝寺緑地,八尾市西久宝寺６５１,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,八尾市,自排局
27213050,佐野中学校,泉佐野市羽倉崎４－３－１２,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,大阪府,一般局
27213510,末広公園,泉佐野市新安松１－１－２４,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,〇,◯,大阪府,自排局
27214020,富田林市役所,富田林市常盤町１－１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,大阪府,一般局
27215010,寝屋川市役所,寝屋川市本町１－１,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,寝屋川市,一般局
27215020,成田,寝屋川市成田町３－６,◯,◯,◯,◯,◯,◯,×,×,×,◯,×,×,◯,◯,〇,◯,寝屋川市,一般局
27216010,三日市公民館,河内長野市三日市町２８８－１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,大阪府,一般局
27216520,外環河内長野,河内長野市西之山町２－２１,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,大阪府,自排局
27217510,松原北小学校,松原市阿保１－１６－３,×,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,×,×,×,×,大阪府,自排局
27218010,大東市役所,大東市谷川１－１－１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,×,大阪府,一般局
27219040,緑ケ丘小学校,和泉市緑ケ丘３－４－１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,×,大阪府,一般局
27221010,府立修徳学院,柏原市大字高井田８０９－１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,大阪府,一般局
27224510,摂津市役所,摂津市三島１－２－１,×,◯,◯,◯,×,×,◯,◯,◯,◯,×,×,×,×,×,×,大阪府,自排局
27225010,高石中学校,高石市東羽衣６－６－４５,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,大阪府,一般局
27225510,カモドールＭＢＳ,高石市西取石６－１１－１,×,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,×,×,×,×,大阪府,自排局
27226030,藤井寺市役所,藤井寺市岡１－１－１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,×,大阪府,一般局
27227020,東大阪市六万寺,東大阪市南四条町３－３３,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,東大阪市,一般局
27227030,東大阪市環境衛生検査センター,東大阪市西岩田３－３－２,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,東大阪市,自排局
27227040,東大阪市西保健センター,東大阪市高井田元町２－８－２７,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,東大阪市,一般局
27228010,泉南市役所,泉南市樽井１－１－１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,大阪府,一般局
27229510,国設四條畷,四條畷市江瀬美町１２－１１,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,環境省,自排局
27301010,島本町役場,三島郡島本町桜井２－１－１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,大阪府,一般局
27321010,豊能町役場,豊能郡豊能町余野４１４番地の１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,×,大阪府,一般局
27367010,南海団地,阪南市舞４－６－１４,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,大阪府,一般局
28101010,東灘,神戸市東灘区住吉東町５丁目,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,神戸市,一般局
28101030,六甲アイランド,神戸市東灘区向洋町中６丁目,◯,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,×,×,神戸市,一般局
28101040,住吉南,神戸市東灘区住吉南町1丁目,×,◯,◯,◯,×,×,×,×,×,×,×,×,×,×,×,×,神戸市,一般局
28101520,魚崎自動車,神戸市東灘区魚崎南町６丁目１０,×,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,×,×,×,×,神戸市,自排局
28102010,灘,神戸市灘区神ノ木通３丁目,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,神戸市,一般局
28102040,灘浜,神戸市灘区新在家南町５丁目,◯,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,◯,◯,×,×,神戸市,一般局
28103010,葺合,神戸市中央区熊内町１丁目,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,神戸市,一般局
28105010,兵庫南部,神戸市兵庫区御崎町１丁目,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,神戸市,一般局
28106010,長田,神戸市長田区北町３丁目,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,神戸市,一般局
28107010,須磨,神戸市須磨区行幸町３丁目,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,神戸市,一般局
28107020,白川台,神戸市須磨区白川台５丁目,×,×,×,×,×,◯,×,×,×,×,◯,×,◯,◯,×,×,神戸市,一般局
28107510,西部自動車,神戸市須磨区中島町１丁目,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,神戸市,自排局
28108010,垂水,神戸市垂水区大町２丁目,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,神戸市,一般局
28108020,西神,神戸市西区平野町繁田,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,神戸市,一般局
28108510,垂水自動車,神戸市垂水区平磯１丁目,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,神戸市,自排局
28109010,南五葉,神戸市北区南五葉3-1-1,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,神戸市,一般局
28109520,北神八多,神戸市北区八多町中,×,◯,◯,◯,◯,◯,×,×,×,◯,◯,×,◯,◯,×,×,神戸市,一般局
28110010,港島,神戸市中央区港島中町８丁目,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,神戸市,一般局
28110510,中部自動車,神戸市中央区小野柄通２丁目１番１９号（中央消防署）,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,×,×,×,×,神戸市,自排局
28111010,押部谷,神戸市西区桜が丘東町５丁目,×,×,×,×,×,◯,×,×,×,×,×,×,◯,◯,×,×,神戸市,一般局
28111510,西自動車,神戸市西区曙町１０７０,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,神戸市,自排局
